Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\windows\winsxs\catalogs\37c17cf7750436f1451d05cd96298509cc05a0ab82e498b95b65bf1feed6f7a6.cat,\windows\winsxs\catalogs,37c17cf7750436f1451d05cd96298509cc05a0ab82e498b95b65bf1feed6f7a6,cat,,3,64,0,0,0,0
\program files\blender foundation\blender <version>\<version>\python\lib\email\mime\application.py,\program files\blender foundation\blender <version>\<version>\python\lib\email\mime,application,py,,8,11,0,0,0,0
\console\index.jsp,\console,index,jsp,,1,5,0,0,0,1
\program files (x86)\winamp\plugins\ml_nft.dll,\program files (x86)\winamp\plugins,ml_nft,dll,,3,6,1,0,0,0
\users\<username>\desktop\screenshot_2022.png:zone.identifier,\users\<username>\desktop,screenshot_2022,png,zone.identifier,3,15,1,0,1,0
\windows\winsxs\manifests\amd64_microsoft-windows-mccs-syncres.resources_31bf3856ad364e35_10.0.21996.1_it-it_2e722eda56851153.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-mccs-syncres.resources_31bf3856ad364e35_10.0.21996.1_it-it_2e722eda56851153,manifest,,3,99,0,0,0,0
\logs\key management service.evtx,\logs,key management service,evtx,,1,22,0,0,0,0
\windows\syswow64\en-us\find.exe.mui,\windows\syswow64\en-us,find.exe,mui,,3,8,1,1,0,0
\knet\knet.jsp,\knet,knet,jsp,,1,4,0,0,0,1
\program files\zoom\resources\emojis\1f9da-1f3ff-2640.svg,\program files\zoom\resources\emojis,1f9da-1f3ff-2640,svg,,4,16,0,0,0,0
\windows\system32\windowspowershell\v<version>\modules\branchcache\branchcachesecondaryrepublicationcachefile.cdxml,\windows\system32\windowspowershell\v<version>\modules\branchcache,branchcachesecondaryrepublicationcachefile,cdxml,,6,42,0,0,0,0
\python27\tcl\tk<version>\images\pwrdlogo.eps,\python27\tcl\tk<version>\images,pwrdlogo,eps,,4,8,1,0,0,0
\windows\syswow64\downlevel\api-ms-win-core-debug-l1-1-0.dll,\windows\syswow64\downlevel,api-ms-win-core-debug-l1-1-0,dll,,3,28,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..l.desktop.searchapp_31bf3856ad364e35_<version>_none_0b26ec5998ef3cba\18.js,\windows\winsxs\amd64_microsoft-windows-s..l.desktop.searchapp_31bf3856ad364e35_<version>_none_0b26ec5998ef3cba,18,js,,3,2,0,0,0,0
\program files\microsoft office\root\office16\proof\msgrammar8.dll,\program files\microsoft office\root\office16\proof,msgrammar8,dll,,5,10,1,0,0,0
\program files (x86)\gretech\gomplayer\skins\default\cp\frame_audio.bmp,\program files (x86)\gretech\gomplayer\skins\default\cp,frame_audio,bmp,,6,11,1,0,0,0
\windows\syswow64\keywords\ti_dnn_fast_es-es.table,\windows\syswow64\keywords,ti_dnn_fast_es-es,table,,3,17,0,0,0,0
\windows\system32\driverstore\filerepository\prnhpcl3.inf_amd64_0e666fb8f1b0545e\amd64\hpcp6wn8_ca_hwcp.gpd,\windows\system32\driverstore\filerepository\prnhpcl3.inf_amd64_0e666fb8f1b0545e\amd64,hpcp6wn8_ca_hwcp,gpd,,6,16,0,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\sc_autopilotmenu.svg,\program files\libreoffice\help\media\icon-themes\cmd,sc_autopilotmenu,svg,,6,16,0,0,0,0
\windows\syswow64\lodctr.exe,\windows\syswow64,lodctr,exe,,2,6,1,0,0,0
\windows\winsxs\catalogs\5ff3ad53812d7ed1ec1458e4855887e3c7de35a4223a57166543242163e15593.cat,\windows\winsxs\catalogs,5ff3ad53812d7ed1ec1458e4855887e3c7de35a4223a57166543242163e15593,cat,,3,64,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000163\offlinefiles\officeaicopilot-strings.min_f18888c77b14de1824515410af8bac0e.js,\program files\microsoft office\root\office16\sdxs\fa000000163\offlinefiles,officeaicopilot-strings.min_f18888c77b14de1824515410af8bac0e,js,,7,60,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\typing\tests\data\fail\npyio.pyi,\program files\inkscape\lib\python<version>\site-packages\numpy\typing\tests\data\fail,npyio,pyi,,10,5,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-security-tokenbroker_31bf3856ad364e35_<version>_none_760fe73027d48183\tokenbrokercookies.exe,\windows\winsxs\amd64_microsoft-windows-security-tokenbroker_31bf3856ad364e35_<version>_none_760fe73027d48183,tokenbrokercookies,exe,,3,18,1,0,0,0
\users\<username>\appdata\roaming\q27m.exe:bin,\users\<username>\appdata\roaming,q27m,exe,bin,4,4,1,0,1,1
\users\<username>\desktop\notes_2021.txt:zone.identifier,\users\<username>\desktop,notes_2021,txt,zone.identifier,3,10,1,0,1,0
\program files\gimp 2\share\locale\fi\lc_messages\gimp20-libgimp.mo,\program files\gimp 2\share\locale\fi\lc_messages,gimp20-libgimp,mo,,6,14,0,0,0,0
\program files\dotnet\shared\microsoft.netcore.app\<version>\mscordaccore_amd64_amd64_6.0.3624.51421.dll,\program files\dotnet\shared\microsoft.netcore.app\<version>,mscordaccore_amd64_amd64_6.0.3624.51421,dll,,5,39,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-i..sbinaries.resources_31bf3856ad364e35_<version>_en-us_89fd1f03a4eb54c0\500-13.htm,\windows\winsxs\amd64_microsoft-windows-i..sbinaries.resources_31bf3856ad364e35_<version>_en-us_89fd1f03a4eb54c0,500-13,htm,,3,6,1,0,0,0
\windows\winsxs\backup\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.17134.112_ru-ru_a2192d8bc28f72ac_comctl32.dll.mui_0da4e682,\windows\winsxs\backup,x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.17134.112_ru-ru_a2192d8bc28f72ac_comctl32.dll,mui_0da4e682,,3,111,0,1,0,0
\windows\servicing\packages\package_1225_for_kb4598230~31bf3856ad364e35~amd64~~10.0.1.9.mum,\windows\servicing\packages,package_1225_for_kb4598230~31bf3856ad364e35~amd64~~10.0.1.9,mum,,3,59,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\pil\pngimageplugin.py,\program files\inkscape\lib\python<version>\site-packages\pil,pngimageplugin,py,,6,14,0,0,0,0
\afamea1\index.jsp,\afamea1,index,jsp,,1,5,0,0,0,1
\jexws\jexws.jsp,\jexws,jexws,jsp,,1,5,0,0,0,1
\python27\lib\idlelib\config-highlight.def,\python27\lib\idlelib,config-highlight,def,,3,16,0,0,0,0
\program files\eclipse adoptium\jre-<version>-hotspot\legal\java.scripting\assembly_exception,\program files\eclipse adoptium\jre-<version>-hotspot\legal\java.scripting,assembly_exception,,,5,18,0,0,0,0
\program files (x86)\foxit software\foxit pdf reader\plugins\plgdynloader.fpi,\program files (x86)\foxit software\foxit pdf reader\plugins,plgdynloader,fpi,,4,12,0,0,0,0
\windows\winsxs\manifests\wow64_microsoft-windows-i..l-keyboard-00000468_31bf3856ad364e35_10.0.26100.2454_none_90777fa8469cd4fd.manifest,\windows\winsxs\manifests,wow64_microsoft-windows-i..l-keyboard-00000468_31bf3856ad364e35_10.0.26100.2454_none_90777fa8469cd4fd,manifest,,3,101,0,0,0,0
\program files\inkscape\lib\python<version>\ctypes\test\__pycache__\test_as_parameter.cpython-311.pyc,\program files\inkscape\lib\python<version>\ctypes\test\__pycache__,test_as_parameter.cpython-311,pyc,,7,29,0,0,0,0
\windows\assembly\nativeimages_v<version>_64\system.drawing\2ac5ec60e76be4bef59376fe2193db84\system.drawing.ni.dll,\windows\assembly\nativeimages_v<version>_64\system.drawing\2ac5ec60e76be4bef59376fe2193db84,system.drawing.ni,dll,,5,17,1,0,0,0
\program files\avast software\avast\defs\25012404\avast.local_vc142.crt\api-ms-win-core-file-l2-1-0.dll,\program files\avast software\avast\defs\25012404\avast.local_vc142.crt,api-ms-win-core-file-l2-1-0,dll,,6,27,1,0,0,0
\program files\gimp 2\share\locale\ko\lc_messages\xz.mo,\program files\gimp 2\share\locale\ko\lc_messages,xz,mo,,6,2,0,0,0,0
\program files\common files\microsoft shared\ink\nn-no\tipresx.dll.mui,\program files\common files\microsoft shared\ink\nn-no,tipresx.dll,mui,,5,11,1,1,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\powershell-sconfig-package~31bf3856ad364e35~amd64~~10.0.26100.1591.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},powershell-sconfig-package~31bf3856ad364e35~amd64~~10.0.26100.1591,cat,,4,66,0,0,0,0
\program files (x86)\python313-32\lib\test\test_import\data\circular_imports\from_cycle1.py,\program files (x86)\python313-32\lib\test\test_import\data\circular_imports,from_cycle1,py,,7,11,0,0,0,0
\windows\syswow64\sv-se\comctl32.dll.mui,\windows\syswow64\sv-se,comctl32.dll,mui,,3,12,1,1,0,0
\users\<username>\documents\setup_adobereader_v<version>.exe:zone.identifier,\users\<username>\documents,setup_adobereader_v<version>,exe,zone.identifier,3,28,1,0,1,0
\program files\python313\lib\test\test_property.py,\program files\python313\lib\test,test_property,py,,4,13,0,0,0,0
\windows\servicing\packages\microsoft-windows-apisetnamespace-mincore-package~31bf3856ad364e35~amd64~~6.2.9200.16384.mum,\windows\servicing\packages,microsoft-windows-apisetnamespace-mincore-package~31bf3856ad364e35~amd64~~6.2.9200.16384,mum,,3,88,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-s..enanceservice-rdbui_31bf3856ad364e35_10.0.17763.1_none_54571c41e550f00e.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-s..enanceservice-rdbui_31bf3856ad364e35_10.0.17763.1_none_54571c41e550f00e,manifest,,3,98,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_f584945db1a982b2\startmenu\assets\fileicons\32\onetoc.svg,\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_f584945db1a982b2\startmenu\assets\fileicons\32,onetoc,svg,,7,6,0,0,0,0
\windows\syswow64\dism\provprovider.dll,\windows\syswow64\dism,provprovider,dll,,3,12,1,0,0,0
\program files (x86)\mediamonkey\locale\de\lc_messages\info.json,\program files (x86)\mediamonkey\locale\de\lc_messages,info,json,,5,4,0,0,0,0
\windows\syswow64\weretw.dll,\windows\syswow64,weretw,dll,,2,6,1,0,0,0
\windows\winsxs\catalogs\19a71dac547943f50761f4a6c5a4072fbc1f1649ffade50d769aacbfd3875fb1.cat,\windows\winsxs\catalogs,19a71dac547943f50761f4a6c5a4072fbc1f1649ffade50d769aacbfd3875fb1,cat,,3,64,0,0,0,0
\program files\inkscape\lib\python<version>\ctypes\test\__pycache__\test_errno.cpython-311.pyc,\program files\inkscape\lib\python<version>\ctypes\test\__pycache__,test_errno.cpython-311,pyc,,7,22,0,0,0,0
\windows\system32\en-us\dskquoui.dll.mui,\windows\system32\en-us,dskquoui.dll,mui,,3,12,1,1,0,0
\windows\winsxs\amd64_microsoft-windows-linkinfo_31bf3856ad364e35_<version>_none_912ed9812f1847a9\linkinfo.dll,\windows\winsxs\amd64_microsoft-windows-linkinfo_31bf3856ad364e35_<version>_none_912ed9812f1847a9,linkinfo,dll,,3,8,1,0,0,0
\program files (x86)\mediamonkey\controls\menupanelplayer.html,\program files (x86)\mediamonkey\controls,menupanelplayer,html,,3,15,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_42_for_kb2976627~31bf3856ad364e35~amd64~~6.3.1.6.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_42_for_kb2976627~31bf3856ad364e35~amd64~~6.3.1.6,cat,,4,56,0,0,0,0
\windows\winsxs\x86_microsoft-windows-d..files-x86-minkernel_31bf3856ad364e35_<version>_none_f55a86e578de6213\pxeboot.n12,\windows\winsxs\x86_microsoft-windows-d..files-x86-minkernel_31bf3856ad364e35_<version>_none_f55a86e578de6213,pxeboot,n12,,3,7,0,0,0,0
\windows\syswow64\en-us\wininit.exe.mui,\windows\syswow64\en-us,wininit.exe,mui,,3,11,1,1,0,0
\windows\softwaredistribution\download\2ade823d3969784a08f7c5d139624745\metadata\windows<version>-kb5050009-x64\x86_microsoft-windows-ie-iexpress_31bf3856ad364e35_11.0.26100.1882_none_e7b3c9a15fe943f4.manifest,\windows\softwaredistribution\download\2ade823d3969784a08f7c5d139624745\metadata\windows<version>-kb5050009-x64,x86_microsoft-windows-ie-iexpress_31bf3856ad364e35_11.0.26100.1882_none_e7b3c9a15fe943f4,manifest,,6,88,0,0,0,0
\program files (x86)\python313-32\lib\test\test_tracemalloc.py,\program files (x86)\python313-32\lib\test,test_tracemalloc,py,,4,16,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1623_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1623_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_716_for_kb4284835~31bf3856ad364e35~amd64~~10.0.1.7.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_716_for_kb4284835~31bf3856ad364e35~amd64~~10.0.1.7,cat,,4,58,0,0,0,0
\program files (x86)\aimp\plugins\aimp_scrobbler\langs\farsi.lng,\program files (x86)\aimp\plugins\aimp_scrobbler\langs,farsi,lng,,5,5,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\linalg\tests\test_regression.py,\program files\inkscape\lib\python<version>\site-packages\numpy\linalg\tests,test_regression,py,,8,15,0,0,0,0
\eclipse\features\org.eclipse.wildwebdeveloper.xml.feature_<version>\epl-2.0.html,\eclipse\features\org.eclipse.wildwebdeveloper.xml.feature_<version>,epl-2.0,html,,3,7,1,0,0,0
\windows\syswow64\taskkill.exe,\windows\syswow64,taskkill,exe,,2,8,1,0,0,0
\windows\winns.exe,\windows,winns,exe,,1,5,1,0,0,1
\windows\winsxs\manifests\amd64_microsoft-windows-c..w64-deployment00140_31bf3856ad364e35_10.0.18362.175_none_04162dfd2e9c45df.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-c..w64-deployment00140_31bf3856ad364e35_10.0.18362.175_none_04162dfd2e9c45df,manifest,,3,100,0,0,0,0
\windows\winsxs\amd64_dual_cpu.inf_31bf3856ad364e35_<version>_none_3753443bcaafc92d\amdk8.sys,\windows\winsxs\amd64_dual_cpu.inf_31bf3856ad364e35_<version>_none_3753443bcaafc92d,amdk8,sys,,3,5,1,0,0,0
\ly\ly.jsp,\ly,ly,jsp,,1,2,0,0,0,1
\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions\edit-clone-unlink-symbolic.svg,\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions,edit-clone-unlink-symbolic,svg,,8,26,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..ementwmi-powershell_31bf3856ad364e35_<version>_none_e63d982ff040a6e0\initiatorid.cdxml,\windows\winsxs\amd64_microsoft-windows-s..ementwmi-powershell_31bf3856ad364e35_<version>_none_e63d982ff040a6e0,initiatorid,cdxml,,3,11,0,0,0,0
\program files\gimp 2\lib\python<version>\lib2to3\fixes\fix_imports2.py,\program files\gimp 2\lib\python<version>\lib2to3\fixes,fix_imports2,py,,6,12,0,0,0,0
\program files\malwarebytes\anti-malware\shared\microsoft.windowsdesktop.app\<version>\ru\uiautomationprovider.resources.dll,\program files\malwarebytes\anti-malware\shared\microsoft.windowsdesktop.app\<version>\ru,uiautomationprovider.resources,dll,,7,30,1,0,0,0
\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\svm\sepcomb_vector.h,\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\svm,sepcomb_vector,h,,10,14,0,0,0,0
\program files\python313\lib\test\test_slice.py,\program files\python313\lib\test,test_slice,py,,4,10,0,0,0,0
\program files\eclipse adoptium\jdk-<version>-hotspot\bin\management_agent.dll,\program files\eclipse adoptium\jdk-<version>-hotspot\bin,management_agent,dll,,4,16,1,0,0,0
\windows\servicing\packages\package_642_for_kb4054517~31bf3856ad364e35~amd64~~10.0.1.6.mum,\windows\servicing\packages,package_642_for_kb4054517~31bf3856ad364e35~amd64~~10.0.1.6,mum,,3,58,0,0,0,0
\system32\wsharp.dll,\system32,wsharp,dll,,1,6,1,0,0,1
\program files (x86)\python313-32\lib\site-packages\pip\_vendor\urllib3\util\request.py,\program files (x86)\python313-32\lib\site-packages\pip\_vendor\urllib3\util,request,py,,8,7,0,0,0,0
\windows\winsxs\manifests\x86_microsoft-windows-installer-wercallbacks_31bf3856ad364e35_10.0.15063.0_none_a067f9e4562f8321.manifest,\windows\winsxs\manifests,x86_microsoft-windows-installer-wercallbacks_31bf3856ad364e35_10.0.15063.0_none_a067f9e4562f8321,manifest,,3,96,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-m..do-backcompat-tlb27_31bf3856ad364e35_<version>_none_439523e37c12c08c\msado27.tlb,\windows\winsxs\amd64_microsoft-windows-m..do-backcompat-tlb27_31bf3856ad364e35_<version>_none_439523e37c12c08c,msado27,tlb,,3,7,0,0,0,0
\windows\system32\windowspowershell\v<version>\modules\networktransition\msft_netnattransitionmonitoring.format.ps1xml,\windows\system32\windowspowershell\v<version>\modules\networktransition,msft_netnattransitionmonitoring.format,ps1xml,,6,38,0,0,0,0
\users\<username>\downloads\meeting_minutes_01_2023.txt:zone.identifier,\users\<username>\downloads,meeting_minutes_01_2023,txt,zone.identifier,3,23,1,0,1,0
\program files\blender foundation\blender <version>\<version>\python\lib\sndhdr.py,\program files\blender foundation\blender <version>\<version>\python\lib,sndhdr,py,,6,6,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles\officeaicopilotchatstrings_he_a4c8ff6e628162e082f62ab0f08792cd.js,\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles,officeaicopilotchatstrings_he_a4c8ff6e628162e082f62ab0f08792cd,js,,7,62,0,0,0,0
\users\<username>\documents\report_2020.docx:zone.identifier,\users\<username>\documents,report_2020,docx,zone.identifier,3,11,1,0,1,0
\program files\krita (x64)\bin\locale\sl\lc_messages\kconfig5_qt.qm,\program files\krita (x64)\bin\locale\sl\lc_messages,kconfig5_qt,qm,,6,11,0,0,0,0
\windows\winsxs\msil_microsoft-windows-n..ller-vswitchservice_31bf3856ad364e35_<version>_none_73efd8f005df867d\microsoft.networkcontroller.vswitchsbdriver.dll,\windows\winsxs\msil_microsoft-windows-n..ller-vswitchservice_31bf3856ad364e35_<version>_none_73efd8f005df867d,microsoft.networkcontroller.vswitchsbdriver,dll,,3,43,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-continuousbackgroundtaskpolicy-package~31bf3856ad364e35~amd64~en-us~10.0.15063.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-continuousbackgroundtaskpolicy-package~31bf3856ad364e35~amd64~en-us~10.0.15063.0,cat,,4,98,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_5406_for_kb5005030~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_5406_for_kb5005030~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-hyperv-optionalfeature-virtualmachineplatform-disabled-package~31bf3856ad364e35~amd64~~10.0.22000.1335.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-hyperv-optionalfeature-virtualmachineplatform-disabled-package~31bf3856ad364e35~amd64~~10.0.22000.1335,cat,,4,120,0,0,0,0
\windows\system32\driverstore\filerepository\wiasa003.inf_amd64_cefa7897d9e77cb1\amd64\sa32001.icc,\windows\system32\driverstore\filerepository\wiasa003.inf_amd64_cefa7897d9e77cb1\amd64,sa32001,icc,,6,7,0,0,0,0
\program files\paint.net\paintdotnet.resources.dll,\program files\paint.net,paintdotnet.resources,dll,,2,21,1,0,0,0
\windows\syswow64\nlslexicons0046.dll,\windows\syswow64,nlslexicons0046,dll,,2,15,1,0,0,0
\windows\servicing\packages\microsoft-windows-media-streaming-windows-package~31bf3856ad364e35~amd64~~10.0.14393.0.cat,\windows\servicing\packages,microsoft-windows-media-streaming-windows-package~31bf3856ad364e35~amd64~~10.0.14393.0,cat,,3,86,0,0,0,0
\windows\servicing\packages\package_196_for_kb5003171~31bf3856ad364e35~amd64~~10.0.1.4.mum,\windows\servicing\packages,package_196_for_kb5003171~31bf3856ad364e35~amd64~~10.0.1.4,mum,,3,58,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-onecore-enterpriseappmanagement-admin-package~31bf3856ad364e35~amd64~en-us~10.0.10586.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-onecore-enterpriseappmanagement-admin-package~31bf3856ad364e35~amd64~en-us~10.0.10586.0,cat,,4,97,0,0,0,0
\windows\winsxs\catalogs\fdad768374f155d0b3675b4e6e15cf1c1fd2980af4e144ea103a630fca552321.cat,\windows\winsxs\catalogs,fdad768374f155d0b3675b4e6e15cf1c1fd2980af4e144ea103a630fca552321,cat,,3,64,0,0,0,0
\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\device\cuda\compat.h,\program files\blender foundation\blender <version>\<version>\scripts\addons_core\cycles\source\kernel\device\cuda,compat,h,,11,6,0,0,0,0
\windows\winsxs\wow64_microsoft-windows-d..nagement-dmcmnutils_31bf3856ad364e35_<version>_none_163001ffc901d6ba\r\dmcmnutils.dll,\windows\winsxs\wow64_microsoft-windows-d..nagement-dmcmnutils_31bf3856ad364e35_<version>_none_163001ffc901d6ba\r,dmcmnutils,dll,,4,10,1,0,0,0
